Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
506,90,RM,60.0,7596,Pave,Grvl,4,4,4,Inside,3,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,960.0,960.0,GasA,4,1,5,960,1000,0,1960,0.0,0.0,2,0,4,2,3,10,8,0,0,Detchd,1952.0,1,2.0,400.0,3,3,1,0,0,0,0,0,0,0,0,missing,0,7,2009,COD,Normal
507,60,RL,80.0,9554,Pave,missing,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4,3,1,6,380.0,1,0.0,397.0,777.0,GasA,5,1,5,1065,846,0,1911,0.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1993.0,2,2.0,471.0,3,3,3,182,81,0,0,0,0,0,0,missing,0,9,2006,WD,Normal
508,20,FV,75.0,7862,Pave,missing,3,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,27.0,1,0.0,1191.0,1218.0,GasA,5,1,5,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,8,0,0,Attchd,2009.0,3,2.0,676.0,3,3,3,0,102,0,0,0,0,0,0,missing,0,9,2009,New,Partial
509,70,RM,60.0,9600,Pave,missing,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,3,5,BrkTil,3,3,1,3,141.0,1,0.0,548.0,689.0,GasA,5,1,5,689,689,0,1378,0.0,0.0,2,0,3,1,4,7,8,1,4,Detchd,1928.0,1,2.0,360.0,3,3,1,0,0,116,0,0,0,0,0,missing,0,10,2008,WD,Normal
510,20,RL,80.0,9600,Pave,missing,4,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,3,3,CBlock,3,3,1,5,991.0,1,0.0,50.0,1041.0,GasA,5,1,5,1041,0,0,1041,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,2,1.0,270.0,3,3,3,224,88,0,0,0,0,0,3,missing,0,7,2009,WD,Normal
511,20,RL,75.0,14559,Pave,missing,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3,3,1,4,650.0,3,180.0,178.0,1008.0,GasA,5,1,5,1363,0,0,1363,1.0,0.0,1,0,2,1,3,6,7,2,3,CarPort,1951.0,1,1.0,288.0,3,3,3,324,42,0,0,168,0,0,0,Shed,2000,6,2009,WD,Normal
512,120,RL,40.0,6792,Pave,missing,3,4,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1368.0,1368.0,GasA,5,1,5,1368,0,0,1368,0.0,0.0,2,0,2,1,4,6,8,1,4,Attchd,2005.0,2,2.0,474.0,3,3,3,132,35,0,0,0,0,0,0,missing,0,3,2006,New,Partial
513,20,RL,70.0,9100,Pave,missing,4,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,521.0,2,174.0,169.0,864.0,GasA,3,1,5,864,0,0,864,1.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1964.0,1,2.0,624.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,7,2006,WD,Normal
514,20,RL,71.0,9187,Pave,missing,4,3,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,336.0,1,0.0,748.0,1084.0,GasA,3,1,5,1080,0,0,1080,0.0,0.0,1,1,3,1,3,5,8,0,0,Attchd,1983.0,1,2.0,484.0,3,3,3,120,0,158,0,0,0,0,0,missing,0,6,2007,WD,Normal
515,45,RL,55.0,10594,Pave,missing,4,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,Grav,2,0,5,789,0,0,789,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1926.0,1,1.0,200.0,1,1,3,0,0,112,0,0,0,0,3,missing,0,6,2007,WD,Normal
516,20,RL,94.0,12220,Pave,missing,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,5,3,CBlock,5,3,1,6,1436.0,1,0.0,570.0,2006.0,GasA,5,1,5,2020,0,0,2020,1.0,0.0,2,1,3,1,5,9,8,1,4,Attchd,2009.0,3,3.0,900.0,3,3,3,156,54,0,0,0,0,0,0,missing,0,9,2009,New,Partial
517,80,RL,0.0,10448,Pave,missing,3,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,689.0,689.0,GasA,3,1,5,1378,741,0,2119,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1972.0,2,2.0,583.0,3,3,3,0,104,0,0,0,0,0,4,missing,0,8,2009,COD,Abnorml
518,60,RL,79.0,10208,Pave,missing,3,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1264.0,1264.0,GasA,5,1,5,1277,1067,0,2344,0.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,1996.0,2,3.0,889.0,3,3,3,220,0,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
519,60,RL,0.0,9531,Pave,missing,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2,6,706.0,1,0.0,88.0,794.0,GasA,5,1,5,882,914,0,1796,1.0,0.0,2,1,3,1,3,7,8,0,0,Attchd,1998.0,2,2.0,546.0,3,3,3,0,36,0,0,0,0,0,3,missing,0,5,2007,WD,Normal
520,70,RL,53.0,10918,Pave,missing,4,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,1,1,0.0,1,0.0,1276.0,1276.0,GasA,5,1,5,1276,804,0,2080,0.0,0.0,1,1,3,1,4,9,8,2,4,Detchd,1926.0,1,1.0,282.0,3,3,3,0,0,0,0,145,0,0,3,missing,0,6,2009,WD,Normal
521,190,RL,60.0,10800,Pave,Grvl,4,4,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,4,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,8,0,0,missing,0.0,0,0.0,0.0,0,0,1,220,114,210,0,0,0,0,0,missing,0,8,2008,WD,Normal
522,20,RL,90.0,11988,Pave,missing,3,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,777.0,1,0.0,467.0,1244.0,GasA,5,1,4,1244,0,0,1244,0.0,0.0,1,1,3,1,3,6,8,2,4,Attchd,1957.0,1,1.0,336.0,3,3,3,0,40,0,0,0,0,0,0,missing,0,5,2007,WD,Normal
523,50,RM,50.0,5000,Pave,missing,4,4,4,Corner,3,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,3,3,1,5,399.0,1,0.0,605.0,1004.0,GasA,5,1,5,1004,660,0,1664,0.0,0.0,2,0,3,1,3,7,8,2,4,Detchd,1950.0,1,2.0,420.0,3,3,3,0,24,36,0,0,0,0,0,missing,0,10,2006,WD,Normal
524,60,RL,130.0,40094,Pave,missing,3,3,4,Inside,3,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,5,3,PConc,5,3,4,6,2260.0,1,0.0,878.0,3138.0,GasA,5,1,5,3138,1538,0,4676,1.0,0.0,3,1,3,1,5,11,8,1,4,BuiltIn,2007.0,3,3.0,884.0,3,3,3,208,406,0,0,0,0,0,0,missing,0,10,2007,New,Partial
525,60,RL,95.0,11787,Pave,missing,3,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,4,3,PConc,4,3,1,6,719.0,1,0.0,660.0,1379.0,GasA,5,1,5,1383,1015,0,2398,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1996.0,3,3.0,834.0,3,3,3,239,60,0,0,0,0,0,0,missing,0,8,2007,WD,Normal
526,20,FV,62.0,7500,Pave,Pave,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,5,1,5,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,2005.0,1,2.0,453.0,3,3,3,38,144,0,0,0,0,0,0,missing,0,4,2006,WD,Normal
527,20,RL,70.0,13300,Pave,missing,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,3,377.0,1,0.0,551.0,928.0,GasA,3,1,5,928,0,0,928,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1956.0,1,1.0,252.0,3,3,3,261,0,156,0,0,0,0,0,missing,0,6,2007,WD,Normal
528,60,RL,67.0,14948,Pave,missing,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5,3,3,6,1330.0,1,0.0,122.0,1452.0,GasA,5,1,5,1476,1237,0,2713,1.0,0.0,2,1,3,1,5,11,8,1,4,Attchd,2008.0,3,3.0,858.0,3,3,3,126,66,0,0,0,0,0,0,missing,0,11,2008,New,Partial
529,30,RL,58.0,9098,Pave,missing,3,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,5,348.0,1,0.0,180.0,528.0,GasA,5,1,5,605,0,0,605,1.0,0.0,1,0,2,1,3,5,8,0,0,missing,0.0,0,0.0,0.0,0,0,1,0,0,144,0,0,0,0,0,missing,0,7,2007,WD,Normal
530,20,RL,0.0,32668,Pave,missing,3,4,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,missing,0.0,4,3,PConc,3,3,1,3,1219.0,1,0.0,816.0,2035.0,GasA,3,1,5,2515,0,0,2515,1.0,0.0,3,0,4,2,3,9,4,2,3,Attchd,1975.0,2,2.0,484.0,3,3,3,0,0,200,0,0,0,0,0,missing,0,3,2007,WD,Alloca
531,80,RL,85.0,10200,Pave,missing,4,4,4,Inside,3,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,3,6,783.0,1,0.0,678.0,1461.0,GasA,5,1,5,1509,0,0,1509,1.0,0.0,2,0,3,1,4,5,8,1,2,Attchd,1988.0,2,2.0,600.0,3,3,3,224,0,0,0,0,0,0,0,missing,0,8,2008,WD,Abnorml
532,70,RM,60.0,6155,Pave,missing,3,4,4,FR3,3,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,2,2,1,0.0,1,0.0,611.0,611.0,GasA,5,1,5,751,611,0,1362,0.0,0.0,2,0,3,1,3,6,8,0,0,Detchd,1920.0,3,2.0,502.0,3,2,3,0,0,84,0,0,0,0,0,missing,0,6,2008,WD,Normal
533,20,RL,60.0,7200,Pave,missing,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,5,827,0,0,827,0.0,0.0,1,0,2,1,3,5,5,1,1,Detchd,1967.0,1,1.0,392.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,4,2010,WD,Normal
534,20,RL,50.0,5000,Pave,missing,4,1,4,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,0,3,334,0,0,334,0.0,0.0,1,0,1,1,2,2,8,0,0,missing,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,missing,0,1,2007,WD,Normal
535,60,RL,74.0,9056,Pave,missing,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,3,1,0.0,1,0.0,707.0,707.0,GasA,5,1,5,707,707,0,1414,0.0,0.0,2,1,3,1,4,6,8,1,4,Attchd,2004.0,3,2.0,403.0,3,3,3,100,35,0,0,0,0,0,0,missing,0,10,2006,WD,Normal
536,190,RL,70.0,7000,Pave,missing,4,4,4,Inside,3,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,4,6,969.0,1,0.0,148.0,1117.0,GasA,3,1,5,820,527,0,1347,1.0,0.0,1,0,3,1,3,5,8,0,0,missing,0.0,0,0.0,0.0,0,0,1,85,0,148,0,0,0,0,0,missing,0,1,2008,WD,Normal
537,60,RL,57.0,8924,Pave,missing,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0.0,1,0.0,880.0,880.0,GasA,5,1,5,880,844,0,1724,0.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,1998.0,3,2.0,527.0,3,3,3,120,155,0,0,0,0,0,0,missing,0,7,2008,WD,Normal
538,20,RL,0.0,12735,Pave,missing,3,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,600.0,1,0.0,264.0,864.0,GasA,3,1,5,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1980.0,1,2.0,576.0,3,3,3,216,0,0,0,0,0,0,1,missing,0,4,2008,COD,Normal
539,20,RL,0.0,11553,Pave,missing,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,0.0,378.0,1051.0,GasA,3,1,5,1159,0,0,1159,0.0,0.0,1,1,3,1,3,7,8,1,2,Attchd,1968.0,1,1.0,336.0,3,3,3,466,0,0,0,0,0,0,0,missing,0,7,2006,WD,Normal
540,20,RL,0.0,11423,Pave,missing,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,4,3,PConc,4,3,3,6,1358.0,1,0.0,223.0,1581.0,GasA,5,1,5,1601,0,0,1601,1.0,0.0,2,0,3,1,4,6,8,1,3,Attchd,2001.0,2,2.0,670.0,3,3,3,180,0,0,0,0,0,0,3,Shed,2000,5,2010,WD,Normal
541,20,RL,85.0,14601,Pave,missing,4,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,5,3,PConc,5,3,3,6,1260.0,1,0.0,578.0,1838.0,GasA,5,1,5,1838,0,0,1838,1.0,0.0,2,0,2,1,5,8,8,1,4,Attchd,2006.0,3,3.0,765.0,3,3,3,270,68,0,0,0,0,0,0,missing,0,3,2009,WD,Normal
542,60,RL,0.0,11000,Pave,missing,4,4,4,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,1,1,0.0,1,0.0,969.0,969.0,GasA,5,1,5,997,1288,0,2285,0.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,2000.0,3,3.0,648.0,3,3,3,0,56,0,0,0,0,0,0,missing,0,6,2007,WD,Normal
543,20,RL,78.0,10140,Pave,missing,4,4,4,Inside,3,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,2,144.0,6,1127.0,379.0,1650.0,GasA,5,1,5,1680,0,0,1680,1.0,0.0,2,0,3,1,4,7,4,1,3,Attchd,1998.0,3,2.0,583.0,3,3,3,78,73,0,0,0,0,0,0,missing,0,6,2009,WD,Normal
544,120,RH,34.0,4058,Pave,missing,4,4,4,Inside,3,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,3,3,PConc,4,3,3,6,584.0,2,139.0,0.0,723.0,GasA,5,1,5,767,0,0,767,1.0,0.0,1,0,1,1,3,4,8,0,0,Attchd,1998.0,3,1.0,367.0,3,3,3,120,40,0,0,0,0,0,0,missing,0,6,2007,WD,Normal
545,60,RL,58.0,17104,Pave,missing,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,6,554.0,1,0.0,100.0,654.0,GasA,5,1,5,664,832,0,1496,1.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2006.0,2,2.0,426.0,3,3,3,100,24,0,0,0,0,0,0,missing,0,9,2006,New,Partial
546,50,RL,0.0,13837,Pave,missing,3,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,4,4,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,GasA,4,1,5,1377,806,0,2183,0.0,0.0,2,1,4,1,4,9,8,0,0,Attchd,1988.0,1,3.0,786.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,2,2006,WD,Normal
547,50,RL,70.0,8737,Pave,missing,3,3,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4,3,1,3,300.0,1,0.0,765.0,1065.0,GasA,5,1,4,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,8,1,4,Detchd,1950.0,1,2.0,440.0,3,3,3,0,38,0,144,0,0,0,0,missing,0,5,2007,WD,Normal
548,85,RL,54.0,7244,Pave,missing,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,3,3,5,619.0,1,0.0,149.0,768.0,GasA,5,1,5,768,0,0,768,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1987.0,1,2.0,624.0,3,3,3,104,0,0,0,0,0,0,0,missing,0,4,2007,WD,Normal
549,20,RM,49.0,8235,Pave,missing,3,2,4,Inside,3,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,2,180.0,3,645.0,0.0,825.0,GasA,3,1,5,825,0,0,825,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1963.0,2,2.0,720.0,3,3,3,140,50,0,0,0,0,0,3,missing,0,6,2008,WD,Normal
550,60,FV,75.0,9375,Pave,missing,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,912.0,912.0,GasA,5,1,5,912,1182,0,2094,0.0,0.0,2,1,4,1,4,8,8,1,4,BuiltIn,2003.0,3,2.0,615.0,3,3,3,182,182,0,0,0,0,0,0,missing,0,11,2009,WD,Normal
551,120,RL,53.0,4043,Pave,missing,4,4,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,5,559.0,1,0.0,510.0,1069.0,GasA,3,1,5,1069,0,0,1069,0.0,0.0,2,0,2,1,3,4,8,0,0,Attchd,1977.0,2,2.0,440.0,3,3,3,0,55,0,0,200,0,0,0,missing,0,10,2008,COD,Abnorml
552,20,RM,50.0,6000,Pave,missing,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,620.0,928.0,GasA,4,1,4,928,0,0,928,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1957.0,3,1.0,288.0,3,3,3,0,0,0,0,0,0,0,0,missing,0,6,2008,WD,Normal
553,20,RL,87.0,11146,Pave,missing,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1709.0,1709.0,GasA,5,1,5,1717,0,0,1717,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2006.0,2,3.0,908.0,3,3,3,169,39,0,0,0,0,0,0,missing,0,7,2009,WD,Normal
554,20,RL,67.0,8777,Pave,missing,4,4,4,Inside,3,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,1,5,1126,0,0,1126,0.0,0.0,2,0,2,1,4,5,8,0,0,Detchd,2002.0,3,2.0,520.0,3,3,1,0,96,0,0,0,0,0,3,missing,0,5,2009,WD,Normal
555,60,RL,85.0,10625,Pave,missing,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4,3,1,6,866.0,1,0.0,132.0,998.0,GasA,5,1,5,1006,1040,0,2046,1.0,0.0,2,1,3,1,4,8,8,1,4,BuiltIn,2003.0,2,3.0,871.0,3,3,3,320,62,0,0,0,0,0,0,missing,0,8,2008,WD,Normal
556,45,RM,58.0,6380,Pave,missing,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,993.0,993.0,GasA,3,1,4,1048,0,0,1048,0.0,0.0,1,0,2,1,3,5,8,1,4,Detchd,1922.0,1,1.0,280.0,3,3,3,0,0,116,0,0,0,0,0,missing,0,8,2006,WD,Normal
557,20,RL,69.0,14850,Pave,missing,3,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,895.0,1,0.0,197.0,1092.0,GasA,3,1,4,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,1957.0,3,1.0,299.0,3,3,3,268,0,0,0,122,0,0,1,missing,0,5,2006,WD,Normal
558,50,C (all),60.0,11040,Pave,missing,4,1,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,637.0,1,0.0,0.0,637.0,GasA,4,1,5,897,439,0,1336,0.0,0.0,1,1,3,1,3,7,8,0,0,CarPort,1994.0,1,1.0,570.0,3,3,3,0,47,120,0,0,0,0,0,missing,0,9,2006,COD,Normal
559,60,RL,57.0,21872,Pave,missing,2,2,4,FR2,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,6,604.0,1,0.0,125.0,729.0,GasA,5,1,5,729,717,0,1446,0.0,1.0,2,1,3,1,3,6,8,1,3,Attchd,1996.0,1,2.0,406.0,3,3,3,264,22,0,0,0,0,0,0,missing,0,8,2008,WD,Normal
560,120,RL,0.0,3196,Pave,missing,4,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4,3,4,1,0.0,1,0.0,1374.0,1374.0,GasA,5,1,5,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,8,1,3,Attchd,2003.0,3,2.0,420.0,3,3,3,143,20,0,0,0,0,0,0,missing,0,10,2006,WD,Normal
561,20,RL,0.0,11341,Pave,missing,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4,3,1,5,1302.0,1,0.0,90.0,1392.0,GasA,3,1,5,1392,0,0,1392,1.0,0.0,1,1,3,1,3,5,5,1,4,Detchd,1957.0,1,2.0,528.0,3,3,3,0,0,0,0,95,0,0,0,missing,0,5,2010,WD,Normal
562,20,RL,77.0,10010,Pave,missing,4,4,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,1071.0,2,123.0,195.0,1389.0,GasA,4,1,5,1389,0,0,1389,1.0,0.0,1,0,2,1,3,6,8,1,3,Attchd,1975.0,2,2.0,418.0,3,3,3,240,38,0,0,0,0,0,0,missing,0,4,2006,WD,Normal
